============================ ★ 2分屏 → 3分屏 全过程 [18:29:07.500 ~ 18:29:11.200]
18:29:08.298  hyper_launcher_app                         | : <app-frb-pool-app_launcher::recents::systemui_shared::transition::window_transion_manager:2380>: set_split_dock_animating: true
18:29:10.602  MultipleSplitLayout                        | onStageOrderRemoved: Using ALIGN_TO_RIGHT strategy
18:29:10.602  MultipleSplitLayout                        | onStageOrderRemoved: Shifted divider 0 right by 732
18:29:10.602  MultipleSplitLayout                        | updateBounds: position = [1534, 2266, 2998]
18:29:10.602  MultipleSplitLayout                        | updateBounds: bounds=[Rect(1558, 66 - 2266, 1606), Rect(2290, 66 - 2998, 1606)]
18:29:10.602  MultipleSplitLayout                        | onStageOrderRemoved: Completed. Direction=1
18:29:10.602  MultipleSplitLayout                        | onStageOrderRemoved(with stageBounds): removedIndex=0, rightmostActiveIndex=0, removedStageWidth=708
18:29:10.602  MultipleSplitLayout                        | onStageOrderRemoved: Using ALIGN_TO_RIGHT strategy
18:29:10.602  MultipleSplitLayout                        | onStageOrderRemoved: Shifted divider 0 right by 732
18:29:10.602  MultipleSplitLayout                        | updateBounds: position = [2266, 2998]
18:29:10.602  MultipleSplitLayout                        | updateBounds: bounds=[Rect(2290, 66 - 2998, 1606)]
18:29:10.602  MultipleSplitLayout                        | onStageOrderRemoved: Completed. Direction=1
18:29:10.602  MultipleSplitRootTaskOrganizer             | updateSplitBounds splitBoundsSet=[mIsMultipleSplit: true mIsInQuickViewMode: false mMultipleSplitBounds: [] mMultipleSplitTaskIds: []]
18:29:10.603  MultipleSplitLayout                        | populateTouchZones 0
18:29:10.603  MultipleSplitLayout                        | populateTouchZones: indices/hosts unchanged (-1/-1, 3/3), skip recreate
18:29:10.603  MiuiFreeFormManager                        | showFreeFormGuideDialog frequency out
18:29:10.604  MultipleSplitRootTaskOrganizer             | showRealFakeSnapshot: no offscreen child task, skip
18:29:10.604  MultiTaskingFolmeControl                   | updateBaseAnimDestinationParam destinationCenterX : 448.0 destinationElegantY : 66.0 destinationAnchorY : 0.0 destinationBounds : Rect(94, 66 - 1264, 1738) destinati
18:29:10.604  MultiTaskingFolmeAnimExecutor              | addRunningAnimInfo, folmeState = @6215826, folmeControl = @625a04c
18:29:10.604  MultiTaskingFolmeAnimExecutor              | startAnim taskId: 0 mAnimatingFolmeControl: []
18:29:10.604  MultiTaskingFolmeControl                   | updateBaseAnimDestinationParam destinationCenterX : 1180.0 destinationElegantY : 66.0 destinationAnchorY : 0.0 destinationBounds : Rect(826, 66 - 1996, 1738) destina
18:29:10.604  MultiTaskingFolmeAnimExecutor              | addRunningAnimInfo, folmeState = @a9c1a14, folmeControl = @451b6b9
18:29:10.604  MultiTaskingFolmeAnimExecutor              | startAnim taskId: 0 mAnimatingFolmeControl: [MultiTaskingFolmeControl{taskId=0, animationLeash=Surface(name=Task=7689(main)#71027)/@0x4ec25e4, animationTaskBounds=Re
18:29:10.604  MultiTaskingTaskRepository                 | try to update multiTaskingTaskInfo taskInfo taskId = 7689
18:29:10.604  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(0, 0 - 1170, 1672), mTaskId = 7689
18:29:10.604  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7689)
18:29:10.604  MultiTaskingAnimTarget                     | setAnimParam bounds: Rect(0, 0 - 1170, 1672) scaleX: 1.0 scaleY: 1.0
18:29:10.604  MultiTaskingFolmeControl                   | updateBaseAnimParam taskId = 7689 taskBounds : Rect(0, 0 - 1170, 1672)
18:29:10.604  MultiTaskingTaskRepository                 | try to update multiTaskingTaskInfo taskInfo taskId = 7690
18:29:10.604  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(1194, 0 - 2364, 1672), mTaskId = 7690
18:29:10.604  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7690)
18:29:10.604  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7690)
18:29:10.604  MultiTaskingAnimTarget                     | setAnimParam bounds: Rect(1194, 0 - 2364, 1672) scaleX: 1.0 scaleY: 1.0
18:29:10.604  MultiTaskingFolmeControl                   | updateBaseAnimParam taskId = 7690 taskBounds : Rect(1194, 0 - 2364, 1672)
18:29:10.604  MultiTaskingTaskRepository                 | try to update multiTaskingTaskInfo taskInfo taskId = 7692
18:29:10.604  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(94, 66 - 802, 1606), mTaskId = 7692
18:29:10.604  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7692)
18:29:10.604  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7692)
18:29:10.604  MultiTaskingAnimTarget                     | setAnimParam bounds: Rect(94, 66 - 802, 1606) scaleX: 1.0 scaleY: 1.0
18:29:10.604  MultiTaskingFolmeControl                   | updateBaseAnimParam taskId = 7692 taskBounds : Rect(94, 66 - 802, 1606)
18:29:10.604  MultiTaskingTaskRepository                 | try to update multiTaskingTaskInfo taskInfo taskId = 7693
18:29:10.604  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(826, 66 - 1534, 1606), mTaskId = 7693
18:29:10.604  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7693)
18:29:10.604  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7693)
18:29:10.604  MultiTaskingAnimTarget                     | setAnimParam bounds: Rect(826, 66 - 1534, 1606) scaleX: 1.0 scaleY: 1.0
18:29:10.604  MultiTaskingFolmeControl                   | updateBaseAnimParam taskId = 7693 taskBounds : Rect(826, 66 - 1534, 1606)
18:29:10.604  MultiTaskingTaskRepository                 | try to update multiTaskingTaskInfo taskInfo taskId = 7694
18:29:10.604  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(1558, 66 - 2266, 1606), mTaskId = 7694
18:29:10.604  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7694)
18:29:10.604  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7694)
18:29:10.604  MultiTaskingAnimTarget                     | setAnimParam bounds: Rect(1558, 66 - 2266, 1606) scaleX: 1.0 scaleY: 1.0
18:29:10.604  MultiTaskingFolmeControl                   | updateBaseAnimParam taskId = 7694 taskBounds : Rect(1558, 66 - 2266, 1606)
18:29:10.604  MultiTaskingTaskRepository                 | try to update multiTaskingTaskInfo taskInfo taskId = 7695
18:29:10.604  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(2290, 66 - 2998, 1606), mTaskId = 7695
18:29:10.604  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7695)
18:29:10.604  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7695)
18:29:10.604  MultiTaskingAnimTarget                     | setAnimParam bounds: Rect(2290, 66 - 2998, 1606) scaleX: 1.0 scaleY: 1.0
18:29:10.604  MultiTaskingFolmeControl                   | updateBaseAnimParam taskId = 7695 taskBounds : Rect(2290, 66 - 2998, 1606)
18:29:10.604  MultiTaskingTaskRepository                 | try to update multiTaskingTaskInfo taskInfo taskId = 7696
18:29:10.604  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(3022, 66 - 3730, 1606), mTaskId = 7696
18:29:10.605  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7696)
18:29:10.605  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7696)
18:29:10.605  MultiTaskingAnimTarget                     | setAnimParam bounds: Rect(3022, 66 - 3730, 1606) scaleX: 1.0 scaleY: 1.0
18:29:10.605  MultiTaskingFolmeControl                   | updateBaseAnimParam taskId = 7696 taskBounds : Rect(3022, 66 - 3730, 1606)
18:29:10.605  MultiTaskingTaskRepository                 | try to update multiTaskingTaskInfo taskInfo taskId = 7697
18:29:10.605  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(3754, 66 - 4462, 1606), mTaskId = 7697
18:29:10.605  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7697)
18:29:10.605  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7697)
18:29:10.605  MultiTaskingTaskInfo                       | getCoverLayerController:: null, com.android.wm.shell.multitasking.common.taskmanager.MultiTaskingTaskInfo.lambda$updateCoverLayerController$2:0 com.android.wm.shell.
18:29:10.605  MultiTaskingAnimTarget                     | setAnimParam bounds: Rect(3754, 66 - 4462, 1606) scaleX: 1.0 scaleY: 1.0
18:29:10.605  MultiTaskingFolmeControl                   | updateBaseAnimParam taskId = 7697 taskBounds : Rect(3754, 66 - 4462, 1606)
18:29:10.605  MultiTaskingTaskRepository                 | try to update multiTaskingTaskInfo taskInfo taskId = 7703
18:29:10.605  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(826, 66 - 1534, 1606), mTaskId = 7703
18:29:10.605  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7703)
18:29:10.605  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7703)
18:29:10.605  MultiTaskingTaskInfo                       | getCoverLayerController:: null, com.android.wm.shell.multitasking.common.taskmanager.MultiTaskingTaskInfo.lambda$updateCoverLayerController$2:0 com.android.wm.shell.
18:29:10.605  MultiTaskingAnimTarget                     | setAnimParam bounds: Rect(826, 66 - 1534, 1606) scaleX: 1.0 scaleY: 1.0
18:29:10.605  MultiTaskingFolmeControl                   | updateBaseAnimParam taskId = 7703 taskBounds : Rect(826, 66 - 1534, 1606)
18:29:10.605  MultiTaskingTaskRepository                 | try to update multiTaskingTaskInfo taskInfo taskId = 7705
18:29:10.605  MultiTaskingTaskInfo                       | getCoverLayerController:: null, com.android.wm.shell.multitasking.common.taskmanager.MultiTaskingTaskInfo.lambda$updateCoverLayerController$2:0 com.android.wm.shell.
18:29:10.605  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(94, 66 - 802, 1606), mTaskId = 7705
18:29:10.605  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7705)
18:29:10.605  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7705)
18:29:10.605  MultiTaskingAnimTarget                     | setAnimParam bounds: Rect(94, 66 - 802, 1606) scaleX: 1.0 scaleY: 1.0
18:29:10.605  MultiTaskingFolmeControl                   | updateBaseAnimParam taskId = 7705 taskBounds : Rect(94, 66 - 802, 1606)
18:29:10.605  MultiTaskingTaskRepository                 | try to update multiTaskingTaskInfo taskInfo taskId = 7706
18:29:10.605  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(1558, 66 - 2266, 1606), mTaskId = 7706
18:29:10.605  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7706)
18:29:10.605  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7706)
18:29:10.605  MultiTaskingAnimTarget                     | setAnimParam bounds: Rect(1558, 66 - 2266, 1606) scaleX: 1.0 scaleY: 1.0
18:29:10.605  MultiTaskingFolmeControl                   | updateBaseAnimParam taskId = 7706 taskBounds : Rect(1558, 66 - 2266, 1606)
18:29:10.605  MultiTaskingTransitionObserver             | onTransitionFinished::transition = android.os.BinderProxy@f2eb4 remoteFreeformTasks = []
18:29:10.605  MultiTaskingTransitionObserver             | onTransitionFinished::mRunningTransitions = 0 mRemoteOpenFreeformTransitions = []
18:29:10.605  SoScUtils                                  | monitorTransitionFinished transition:android.os.BinderProxy@f2eb4 transaction: android.view.SurfaceControl$Transaction@86d8298 mRequestCloseTransition:null mRequestO
18:29:10.605  SurfaceFlinger                             | [SF-ColorSample] Transition anim end
18:29:10.606  TransitionChain                            | Trying to collect into a finished transition
18:29:10.606  MiuiSplitScreenImpl                        | updateDockedState, state from 0 switch to 0, launchRootTask : Task{c9d3142 #7688 type=undefined}
18:29:10.606  BufferQueueConsumer                        | [VRI[MultipleSplitUIController]#36(BLAST Consumer)36](id:94a0000002c,api:0,p:-1,c:2378) disconnect: caller 0
18:29:10.608  PreStartupAnimationController              | onTransitionFinished failed for no matching animation
18:29:10.608  SurfaceFlinger                             | [SF-ColorSample] Transition anim end
18:29:10.609  TransitionImpl                             | finishTransition: updateLastSurfacePosition tf=Task{873d0a #2 type=home I=com.miui.home/.launcher.Launcher}
18:29:10.609  TransitionImpl                             | finishTransition: updateLastSurfacePosition tf=Task{520b032 #7705 type=standard A=10245:android.task.calendar}
18:29:10.609  TransitionImpl                             | finishTransition: updateLastSurfacePosition tf=Task{5483217 #7694 name=stage_c type=undefined}
18:29:10.609  TransitionImpl                             | finishTransition: updateLastSurfacePosition tf=Task{5e94d0f #7696 name=stage_e type=undefined}
18:29:10.609  TransitionImpl                             | finishTransition: updateLastSurfacePosition tf=Task{8d4918c #7703 type=standard A=10116:android.task.contacts}
18:29:10.609  TransitionImpl                             | finishTransition: updateLastSurfacePosition tf=Task{b5476d5 #7689 name=main type=undefined}
18:29:10.609  TransitionImpl                             | finishTransition: updateLastSurfacePosition tf=Task{b6bfe70 #7691 type=undefined}
18:29:10.609  TransitionImpl                             | finishTransition: updateLastSurfacePosition tf=Task{ce9aeea #7690 name=side type=undefined}
18:29:10.609  TransitionImpl                             | finishTransition: updateLastSurfacePosition tf=Task{d137622 #7695 name=stage_d type=undefined}
18:29:10.609  TransitionImpl                             | finishTransition: updateLastSurfacePosition tf=Task{d16d26e #7697 name=stage_f type=undefined}
18:29:10.609  TransitionImpl                             | finishTransition: updateLastSurfacePosition tf=Task{d78287a #7706 type=standard A=10298:com.xingin.xhs}
18:29:10.609  TransitionImpl                             | finishTransition: updateLastSurfacePosition tf=Task{f21a5e9 #7693 name=stage_b type=undefined}
18:29:10.609  TransitionImpl                             | finishTransition: updateLastSurfacePosition tf=Task{f93d8b3 #7692 name=stage_a type=undefined}
18:29:10.609  SystemPerformanceHinter                    | endSession#HighPerfSession-d0-Transition
